Index,Release Note,Release Note Abstract
22,"Please report issues found to the release candidate announcement thread.
Final release is scheduled for 2023-04-05.
Download the release from: https://repo.jenkins-ci.org/incrementals/org/jenkins-ci/main/jenkins-war/2.387.2-rc33332.6fe70e9212e1/jenkins-war-2.387.2-rc33332.6fe70e9212e1.war
After final release, the official changelog and official upgrade guide will be available on www.jenkins.io/download.","Please report issues found to the release candidate announcement thread.
Final release is scheduled for 2023-04-05.
Download the release from: link
After final release, the official changelog and official upgrade guide will be available on www.jenkins.io/download."
23,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚀 New features and improvements

Update validate button to use .jenkins-button class (#7687) @janfaracik
JENKINS-69853 - User experimental flags (#7299) @Wadeck
Make StopBuildsCommand work even if the last build is not running (#7679) @jglick
Add copy button to Jenkins home directory (#7678) @janfaracik
Simplify settings names (#7661) @janfaracik

🐛 Bug fixes

JENKINS-69955 - Make websocket connection idleTimeout configurable (#7670) @Dohbedoh

🌐 Localization and translation

Add missing Turkish translations for management page (#7672) @mustafau

📦 Dependency updates

Bump stapler.version from 1775.v3181508ea_21e to 1777.v7c6fe6d54a_0c (#7723) @dependabot

All contributors: @Dohbedoh, @Kevin-CB, @MarkEWaite, @NotMyFault, @Wadeck, @daniel-beck, @dependabot, @dependabot[bot], @janfaracik, @jenkins-release-bot, @jglick, @mustafau, @renovate and @renovate[bot]","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚀 New features and improvements
Update validate button to use .jenkins-button class (#7687) @janfaracik
JENKINS-69853 - User experimental flags (#7299) @Wadeck
Make StopBuildsCommand work even if the last build is not running (#7679) @jglick
Add copy button to Jenkins home directory (#7678) @janfaracik
Simplify settings names (#7661) @janfaracik
🐛 Bug fixes
JENKINS-69955 - Make websocket connection idleTimeout configurable (#7670) @Dohbedoh
🌐 Localization and translation
Add missing Turkish translations for management page (#7672) @mustafau
📦 Dependency updates
Bump stapler.version from 1775.v3181508ea_21e to 1777.v7c6fe6d54a_0c (#7723) @dependabot
All contributors: @Dohbedoh, @Kevin-CB, @MarkEWaite, @NotMyFault, @Wadeck, @daniel-beck, @dependabot, @dependabot[bot], @janfaracik, @jenkins-release-bot, @jglick, @mustafau, @renovate and @renovate[bot]"
24,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.

This release contains important security fixes: https://www.jenkins.io/security/advisory/2023-03-08/
Limit the maximum number of search results.

All contributors: @daniel-beck, @jenkins-release-bot and @yaroslavafenkin","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
This release contains important security fixes: link/
Limit the maximum number of search results.
All contributors: @daniel-beck, @jenkins-release-bot and @yaroslavafenkin"
25,"Jenkins 2.387.1
We're excited to announce the release of Jenkins 2.387.1 🎉 
This release contains important security fixes: https://www.jenkins.io/security/advisory/2023-03-08/
Changelog and upgrade guide
See the changelog and upgrade guide to learn about breaking changes and other considerations when updating.
Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not.","Jenkins 2.387.1
We're excited to announce the release of Jenkins 2.387.1 🎉 
This release contains important security fixes: link/
Changelog and upgrade guide
See the changelog and upgrade guide to learn about breaking changes and other considerations when updating.
Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not."
26,"Jenkins 2.375.4
Changelog

This release contains important security fixes: https://www.jenkins.io/security/advisory/2023-03-08/
Limit the maximum number of search results.

Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not.","Jenkins 2.375.4
Changelog
This release contains important security fixes: link/
Limit the maximum number of search results.
Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not."
27,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚀 New features and improvements

JENKINS-21052 - Warn user that the copy button requires HTTPS (#7665) @MarkEWaite

🐛 Bug fixes

JENKINS-70662 - Disable browser form validation from submit button (#7668) @aneveux
JENKINS-70599 - restore installNecessaryPlugins redirect destination (#7653) @MarkEWaite

🌐 Localization and translation

Turkish localization updates (#7662) @mustafau

📦 Dependency updates

Bump spring-security-bom from 5.8.1 to 5.8.2 (#7667) @dependabot
Bump antlr.version from 4.11.1 to 4.12.0 (#7664) @dependabot

All contributors: @MarkEWaite, @aneveux, @dependabot, @dependabot[bot], @jenkins-release-bot, @mustafau, @renovate and @renovate[bot]","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚀 New features and improvements
JENKINS-21052 - Warn user that the copy button requires HTTPS (#7665) @MarkEWaite
🐛 Bug fixes
JENKINS-70662 - Disable browser form validation from submit button (#7668) @aneveux
JENKINS-70599 - restore installNecessaryPlugins redirect destination (#7653) @MarkEWaite
🌐 Localization and translation
Turkish localization updates (#7662) @mustafau
📦 Dependency updates
Bump spring-security-bom from 5.8.1 to 5.8.2 (#7667) @dependabot
Bump antlr.version from 4.11.1 to 4.12.0 (#7664) @dependabot
All contributors: @MarkEWaite, @aneveux, @dependabot, @dependabot[bot], @jenkins-release-bot, @mustafau, @renovate and @renovate[bot]"
28,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚀 New features and improvements

Added copy to clipboard button to agent launch snippets (#7625) @prathi-mani
Update plugins after 2023-02-15 security advisory (#7651) @daniel-beck

👷 Changes for plugin developers

Update plugins after 2023-02-15 security advisory (#7651) @daniel-beck
Correct tag declaring required arguments in Jelly (#7644) @NotMyFault

📦 Dependency updates

Update plugins after 2023-02-15 security advisory (#7651) @daniel-beck
Bump jenkins from 1.94 to 1.95 (#7655) @dependabot

All contributors: @NotMyFault, @daniel-beck, @dependabot, @dependabot[bot], @eltociear, @jenkins-release-bot, @lemeurherve, @prathi-mani, @renovate and @renovate[bot]","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚀 New features and improvements
Added copy to clipboard button to agent launch snippets (#7625) @prathi-mani
Update plugins after 2023-02-15 security advisory (#7651) @daniel-beck
👷 Changes for plugin developers
Update plugins after 2023-02-15 security advisory (#7651) @daniel-beck
Correct tag declaring required arguments in Jelly (#7644) @NotMyFault
📦 Dependency updates
Update plugins after 2023-02-15 security advisory (#7651) @daniel-beck
Bump jenkins from 1.94 to 1.95 (#7655) @dependabot
All contributors: @NotMyFault, @daniel-beck, @dependabot, @dependabot[bot], @eltociear, @jenkins-release-bot, @lemeurherve, @prathi-mani, @renovate and @renovate[bot]"
29,"Please report issues found to the release candidate announcement thread.
Final release is scheduled for 2023-03-08.
Download the release from: https://repo.jenkins-ci.org/incrementals/org/jenkins-ci/main/jenkins-war/2.387.1-rc33315.3b_778b_3e1c8d/jenkins-war-2.387.1-rc33315.3b_778b_3e1c8d.war
After final release, the official changelog and official upgrade guide will be available on www.jenkins.io/download.","Please report issues found to the release candidate announcement thread.
Final release is scheduled for 2023-03-08.
Download the release from: link
After final release, the official changelog and official upgrade guide will be available on www.jenkins.io/download."
30,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚀 New features and improvements

Default CLI mode to -webSocket (#7605) @jglick

🐛 Bug fixes

JENKINS-70438 - Newer build displayed when filtering the builds in Build History Widget even if the build name didn't match (#7589) @benebsiny
JENKINS-70139 - booleanRadio uses non-unique ID (regression in 2.335) (#7631) @benebsiny
JENKINS-70191 - Broken resize behavior on About Jenkins (regression in 2.340) (#7627) @benebsiny
Fix computer links in some cases (#7608) @Vlatombe

📦 Dependency updates

Bump spotless-maven-plugin from 2.31.0 to 2.33.0 (#7638) @dependabot
Bump git-changelist-maven-extension from 1.4 to 1.5 (#7637) @dependabot
Bump stapler.version from 1766.v4e428020d8a_f to 1770.v0c3dc82ee103 (#7636) @dependabot
Upgrade Winstone from 6.7 to 6.10 (#7632) @jglick

All contributors: @NotMyFault, @StefanSpieker, @Vlatombe, @benebsiny, @dependabot, @dependabot[bot], @jenkins-release-bot, @jglick, @julieheard, @renovate and @renovate[bot]","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚀 New features and improvements
Default CLI mode to -webSocket (#7605) @jglick
🐛 Bug fixes
JENKINS-70438 - Newer build displayed when filtering the builds in Build History Widget even if the build name didn't match (#7589) @benebsiny
JENKINS-70139 - booleanRadio uses non-unique ID (regression in 2.335) (#7631) @benebsiny
JENKINS-70191 - Broken resize behavior on About Jenkins (regression in 2.340) (#7627) @benebsiny
Fix computer links in some cases (#7608) @Vlatombe
📦 Dependency updates
Bump spotless-maven-plugin from 2.31.0 to 2.33.0 (#7638) @dependabot
Bump git-changelist-maven-extension from 1.4 to 1.5 (#7637) @dependabot
Bump stapler.version from 1766.v4e428020d8a_f to 1770.v0c3dc82ee103 (#7636) @dependabot
Upgrade Winstone from 6.7 to 6.10 (#7632) @jglick
All contributors: @NotMyFault, @StefanSpieker, @Vlatombe, @benebsiny, @dependabot, @dependabot[bot], @jenkins-release-bot, @jglick, @julieheard, @renovate and @renovate[bot]"
31,"Jenkins 2.375.3
We're excited to announce the release of Jenkins 2.375.3 🎉 
Changelog and upgrade guide
See the changelog and upgrade guide to learn about breaking changes and other considerations when updating.
Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not.","Jenkins 2.375.3
We're excited to announce the release of Jenkins 2.375.3 🎉 
Changelog and upgrade guide
See the changelog and upgrade guide to learn about breaking changes and other considerations when updating.
Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not."
32,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚀 New features and improvements

t:progressiveText should tolerate 5xx HTTP errors (#7614) @jglick

🐛 Bug fixes

Update bundled Apache Mina-sshd plugins (#7623) @MarkEWaite
JENKINS-70533 - Skip submitting telemetry when exception is thrown (#7618) @daniel-beck
JENKINS-70531 - Apply timeout on WebSocket write operations (#7596) @jglick

All contributors: @MarkEWaite, @NotMyFault, @daniel-beck, @dependabot, @dependabot[bot], @jenkins-release-bot, @jglick, @renovate and @renovate[bot]","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚀 New features and improvements
t:progressiveText should tolerate 5xx HTTP errors (#7614) @jglick
🐛 Bug fixes
Update bundled Apache Mina-sshd plugins (#7623) @MarkEWaite
JENKINS-70533 - Skip submitting telemetry when exception is thrown (#7618) @daniel-beck
JENKINS-70531 - Apply timeout on WebSocket write operations (#7596) @jglick
All contributors: @MarkEWaite, @NotMyFault, @daniel-beck, @dependabot, @dependabot[bot], @jenkins-release-bot, @jglick, @renovate and @renovate[bot]"
33,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🐛 Bug fixes

JENKINS-70394 - Move 'set node temporarily offline/online' buttons to app-bar (#7577) @mPokornyETM
Encode cloud name in Cloud#getUrl (#7573) @yaroslavafenkin

👷 Changes for plugin developers

Compute agents log directory consistently with other tasks (#7595) @Vlatombe
Introduce SubTask.getOwnerExecutable (#7599) @jglick

📦 Dependency updates

Bump jenkins-test-harness from 1929.vfb_39b_60fcea_f to 1934.v90a_c07cf5b_21 (#7604) @dependabot
Bump jenkins from 1.93 to 1.94 (#7603) @dependabot
Bump script-security from 1228.vd93135a_2fb_25 to 1229.v4880b_b_e905a_6 (#7600) @dependabot

All contributors: @Vlatombe, @dependabot, @dependabot[bot], @jenkins-release-bot, @jglick, @mPokornyETM, @renovate, @renovate[bot], @res0nance and @yaroslavafenkin","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🐛 Bug fixes
JENKINS-70394 - Move 'set node temporarily offline/online' buttons to app-bar (#7577) @mPokornyETM
Encode cloud name in Cloud#getUrl (#7573) @yaroslavafenkin
👷 Changes for plugin developers
Compute agents log directory consistently with other tasks (#7595) @Vlatombe
Introduce SubTask.getOwnerExecutable (#7599) @jglick
📦 Dependency updates
Bump jenkins-test-harness from 1929.vfb_39b_60fcea_f to 1934.v90a_c07cf5b_21 (#7604) @dependabot
Bump jenkins from 1.93 to 1.94 (#7603) @dependabot
Bump script-security from 1228.vd93135a_2fb_25 to 1229.v4880b_b_e905a_6 (#7600) @dependabot
All contributors: @Vlatombe, @dependabot, @dependabot[bot], @jenkins-release-bot, @jglick, @mPokornyETM, @renovate, @renovate[bot], @res0nance and @yaroslavafenkin"
