Index,Release Note
22," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.7-canary.0 
What's Changed
Changelog

Add cache state to task summaries on real runs by @mehulkar in https://github.com/vercel/turbo/pull/4225

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.6...v1.8.7-canary.0"
23," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.6 
What's Changed
Changelog

release(turborepo): 1.8.5 by @github-actions in https://github.com/vercel/turbo/pull/4278
chore(release): add new packages to publish flow by @tknickman in https://github.com/vercel/turbo/pull/4271
Break up client package and delete unused code by @mehulkar in https://github.com/vercel/turbo/pull/4303
Sort task ancestors in task summary by @mehulkar in https://github.com/vercel/turbo/pull/4311
Don't hash env var when the value is an empty string by @mehulkar in https://github.com/vercel/turbo/pull/4312
fix(signal handling for child process) by @chris-olszewski in https://github.com/vercel/turbo/pull/4290
Send run summary to API by @mehulkar in https://github.com/vercel/turbo/pull/4250
Make Single Package repo work with globalDependencies config by @mehulkar in https://github.com/vercel/turbo/pull/4240
fix: make turbo command regex stricter by @chris-olszewski in https://github.com/vercel/turbo/pull/4325
Add endTime into task execution summary by @mehulkar in https://github.com/vercel/turbo/pull/4326
Add start and endTime to top level execution summary by @mehulkar in https://github.com/vercel/turbo/pull/4334
Record exit codes per task in a run by @mehulkar in https://github.com/vercel/turbo/pull/4344
Consolidate two representations of task by @mehulkar in https://github.com/vercel/turbo/pull/4342
Add top level exitCode to RunSummary by @mehulkar in https://github.com/vercel/turbo/pull/4343
Reduce boilerplate in run sumamry tests by @mehulkar in https://github.com/vercel/turbo/pull/4353
fix: error swallowing when using continue by @chris-olszewski in https://github.com/vercel/turbo/pull/4354

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.5...v1.8.6"
24," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.6-canary.1 
What's Changed
Changelog

Add start and endTime to top level execution summary by @mehulkar in https://github.com/vercel/turbo/pull/4334
Record exit codes per task in a run by @mehulkar in https://github.com/vercel/turbo/pull/4344
Consolidate two representations of task by @mehulkar in https://github.com/vercel/turbo/pull/4342
Add top level exitCode to RunSummary by @mehulkar in https://github.com/vercel/turbo/pull/4343
Reduce boilerplate in run sumamry tests by @mehulkar in https://github.com/vercel/turbo/pull/4353
fix: error swallowing when using continue by @chris-olszewski in https://github.com/vercel/turbo/pull/4354

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.6-canary.0...v1.8.6-canary.1"
25," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.6-canary.0 
What's Changed
Changelog

release(turborepo): 1.8.5 by @github-actions in https://github.com/vercel/turbo/pull/4278
chore(release): add new packages to publish flow by @tknickman in https://github.com/vercel/turbo/pull/4271
Break up client package and delete unused code by @mehulkar in https://github.com/vercel/turbo/pull/4303
Sort task ancestors in task summary by @mehulkar in https://github.com/vercel/turbo/pull/4311
Don't hash env var when the value is an empty string by @mehulkar in https://github.com/vercel/turbo/pull/4312
fix(signal handling for child process) by @chris-olszewski in https://github.com/vercel/turbo/pull/4290
Send run summary to API by @mehulkar in https://github.com/vercel/turbo/pull/4250
Make Single Package repo work with globalDependencies config by @mehulkar in https://github.com/vercel/turbo/pull/4240
fix: make turbo command regex stricter by @chris-olszewski in https://github.com/vercel/turbo/pull/4325
Add endTime into task execution summary by @mehulkar in https://github.com/vercel/turbo/pull/4326

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.5...v1.8.6-canary.0"
26," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.5 
What's Changed
Changelog

release(turborepo): 1.8.4 by @github-actions in https://github.com/vercel/turbo/pull/4267
Add valid JSON into test fixture by @mehulkar in https://github.com/vercel/turbo/pull/4269
If a graph walk task fails, stop the walk.  by @gsoltis in https://github.com/vercel/turbo/pull/4254
Revert rust scm usage by @gsoltis in https://github.com/vercel/turbo/pull/4277
send a SIGTERM on unix rather than just killing the process by @arlyon in https://github.com/vercel/turbo/pull/4276

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.4...v1.8.5"
27," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.4 
What's Changed
Changelog

release(turborepo): 1.8.3 by @github-actions in https://github.com/vercel/turbo/pull/3989
enable rust codepath in release process by @arlyon in https://github.com/vercel/turbo/pull/3903
Add tests to validate errors-only is working by @mehulkar in https://github.com/vercel/turbo/pull/3945
fix: make inputs relative to workspace root by @chris-olszewski in https://github.com/vercel/turbo/pull/3993
Include expanded inputs config for each task in dry run summary by @mehulkar in https://github.com/vercel/turbo/pull/3957
fix prisma example ReferenceError by @mkreuzmayr in https://github.com/vercel/turbo/pull/3947
feat(codemod): support workspace configs by @tknickman in https://github.com/vercel/turbo/pull/3992
fix: scm make patterns relative by @chris-olszewski in https://github.com/vercel/turbo/pull/3996
feat(cli): support --no-update-notifier by @tknickman in https://github.com/vercel/turbo/pull/4003
feat(docs): move reference up in priority (#4007 by @tknickman in https://github.com/vercel/turbo/pull/4007
Add inferred framework to Dry Run by @mehulkar in https://github.com/vercel/turbo/pull/3941
Fix prettier by @mehulkar in https://github.com/vercel/turbo/pull/4022
Build Requirements for Ubuntu by @tm1000 in https://github.com/vercel/turbo/pull/4010
Add missing function from port. by @nathanhammond in https://github.com/vercel/turbo/pull/4027
Calculate TaskHash while constructing PackageTask by @mehulkar in https://github.com/vercel/turbo/pull/4016
Refactor env package to breakdown env vars for task by source by @mehulkar in https://github.com/vercel/turbo/pull/4021
Add task + framework env vars into Dry Run Summary by @mehulkar in https://github.com/vercel/turbo/pull/4020
fix(codemod): don’t set outputs for cache:false by @tknickman in https://github.com/vercel/turbo/pull/4029
Client timeout by @nathanhammond in https://github.com/vercel/turbo/pull/3998
Add turboVersion into dry run summary by @mehulkar in https://github.com/vercel/turbo/pull/4047
Assign Framework to PackageTask struct by @mehulkar in https://github.com/vercel/turbo/pull/4050
Create runsummary package and rename DryRunSummary to RunSummary by @mehulkar in https://github.com/vercel/turbo/pull/4052
Revert ""enable rust codepath in release process"" by @gsoltis in https://github.com/vercel/turbo/pull/4068
release(turborepo): 1.8.4-canary.0 by @github-actions in https://github.com/vercel/turbo/pull/4065
release(turborepo): 1.8.4-canary.1 by @github-actions in https://github.com/vercel/turbo/pull/4070
Log the json that we are sending to the go binary by @gsoltis in https://github.com/vercel/turbo/pull/4067
Generate a run summary file on turbo run by @mehulkar in https://github.com/vercel/turbo/pull/4069
fix: ensure that memory is free'd using the same allocator by @arlyon in https://github.com/vercel/turbo/pull/4101
Parallel cache state by @mehulkar in https://github.com/vercel/turbo/pull/4110
release(turborepo): 1.8.4-canary.2 by @github-actions in https://github.com/vercel/turbo/pull/4113
chore: Bumping fsnotify version by @NicholasLYang in https://github.com/vercel/turbo/pull/3956
Add globalenv to run summary by @mehulkar in https://github.com/vercel/turbo/pull/4090
Flag on the Go sandwich, attempt #2 by @gsoltis in https://github.com/vercel/turbo/pull/4115
Re-repair Root Inference by @nathanhammond in https://github.com/vercel/turbo/pull/4049
Correct argument to local turbo inference. by @nathanhammond in https://github.com/vercel/turbo/pull/4122
release(turborepo): 1.8.4-canary.3 by @github-actions in https://github.com/vercel/turbo/pull/4125
Revert ""Flag on the Go sandwich, attempt #2"" (#4127 by @gsoltis in https://github.com/vercel/turbo/pull/4127
Support exclusions in inputs by @gsoltis in https://github.com/vercel/turbo/pull/4066
release(turborepo): 1.8.4-canary.4 by @github-actions in https://github.com/vercel/turbo/pull/4131
Add TaskExecutionSummary to Run Summary by @mehulkar in https://github.com/vercel/turbo/pull/4116
Amend incorrect file referenced in Getting Started by @richardjzhang in https://github.com/vercel/turbo/pull/4148
feat(turbo-ignore): update logging by @tknickman in https://github.com/vercel/turbo/pull/4154
fix sentence by @bhatvikrant in https://github.com/vercel/turbo/pull/4158
fix(create-turbo): update create-turbo eslint template (#4160 by @tknickman in https://github.com/vercel/turbo/pull/4160
Add log to go binary by @NicholasLYang in https://github.com/vercel/turbo/pull/4157
Add expandedOutputs to run summary of each task by @mehulkar in https://github.com/vercel/turbo/pull/4095
Remove env-var linting comments. by @anthonyshew in https://github.com/vercel/turbo/pull/4162
Fix integration tests to add new log message by @mehulkar in https://github.com/vercel/turbo/pull/4164
chore(deps): update mysql docker tag to v8.0.32 by @renovate in https://github.com/vercel/turbo/pull/4071
fix(examples): update kitchen-sink dev task by @tknickman in https://github.com/vercel/turbo/pull/4177
Ensure we record the lockfile name when there's an error unmarshalling by @gsoltis in https://github.com/vercel/turbo/pull/4180
Add dependencies and dependent tasks into run summaries by @mehulkar in https://github.com/vercel/turbo/pull/4165
update lockfile due to removed packages by @sokra in https://github.com/vercel/turbo/pull/4192
Downgrade git warning to debug. by @nathanhammond in https://github.com/vercel/turbo/pull/4193
fix(turborepo): race condition in config tests by @NicholasLYang in https://github.com/vercel/turbo/pull/4186
Run integration tests in parallel by @mehulkar in https://github.com/vercel/turbo/pull/4044
fix: SCM relative paths in nested turborepo by @NicholasLYang in https://github.com/vercel/turbo/pull/4184
Throw an error when a task graph cannot run to completion. by @nathanhammond in https://github.com/vercel/turbo/pull/4205
fix: Turbo SCM with Windows paths by @NicholasLYang in https://github.com/vercel/turbo/pull/4207
chore: Flip the Rust switch by @NicholasLYang in https://github.com/vercel/turbo/pull/4181
gracefully handle ctrlc on windows by proactively the killing go process by @arlyon in https://github.com/vercel/turbo/pull/4196
release(turborepo): 1.8.4-canary.5 by @github-actions in https://github.com/vercel/turbo/pull/4215
Fix forward inference test parallelization. by @nathanhammond in https://github.com/vercel/turbo/pull/4203
Add pass through args to run summary by @mehulkar in https://github.com/vercel/turbo/pull/4209
Fix duplicate items in task summaries by @mehulkar in https://github.com/vercel/turbo/pull/4217
Add a hash of external dependencies to run summary by @mehulkar in https://github.com/vercel/turbo/pull/4212
fix: prune pnpm patched dependencies with peer dependencies by @chris-olszewski in https://github.com/vercel/turbo/pull/4200
Add a version to the run summary schema by @mehulkar in https://github.com/vercel/turbo/pull/4230
release(turborepo): 1.8.4-canary.6 by @github-actions in https://github.com/vercel/turbo/pull/4234
chore(deps): update dependency tsx to v3.12.5 by @renovate in https://github.com/vercel/turbo/pull/3962
Check that root commands cannot invoke turbo by @mehulkar in https://github.com/vercel/turbo/pull/4223
Fix error message documentation by @mehulkar in https://github.com/vercel/turbo/pull/4094
Filter out summaries of tasks that didn't execute by @mehulkar in https://github.com/vercel/turbo/pull/4238
docs: Document common question around turborepo-ffi by @NicholasLYang in https://github.com/vercel/turbo/pull/4232
feat(examples): add vercel template to meta by @tknickman in https://github.com/vercel/turbo/pull/4242
refactor: Removed includeUntracked because it's always set to true by @NicholasLYang in https://github.com/vercel/turbo/pull/4243

New Contributors

@mkreuzmayr made their first contribution in https://github.com/vercel/turbo/pull/3947
@tm1000 made their first contribution in https://github.com/vercel/turbo/pull/4010
@timneutkens made their first contribution in https://github.com/vercel/turbo/pull/4080
@tunguyen-ct made their first contribution in https://github.com/vercel/turbo/pull/4097
@richardjzhang made their first contribution in https://github.com/vercel/turbo/pull/4148
@bhatvikrant made their first contribution in https://github.com/vercel/turbo/pull/4158

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.3...v1.8.4"
28," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.4-canary.6 
What's Changed
Changelog

gracefully handle ctrlc on windows by proactively the killing go process by @arlyon in https://github.com/vercel/turbo/pull/4196
release(turborepo): 1.8.4-canary.5 by @github-actions in https://github.com/vercel/turbo/pull/4215
Fix forward inference test parallelization. by @nathanhammond in https://github.com/vercel/turbo/pull/4203
Add pass through args to run summary by @mehulkar in https://github.com/vercel/turbo/pull/4209
Fix duplicate items in task summaries by @mehulkar in https://github.com/vercel/turbo/pull/4217
Add a hash of external dependencies to run summary by @mehulkar in https://github.com/vercel/turbo/pull/4212
fix: prune pnpm patched dependencies with peer dependencies by @chris-olszewski in https://github.com/vercel/turbo/pull/4200
Add a version to the run summary schema by @mehulkar in https://github.com/vercel/turbo/pull/4230

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.4-canary.5...v1.8.4-canary.6"
29," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.4-canary.5 
What's Changed
Changelog

Revert ""Flag on the Go sandwich, attempt #2"" (#4127 by @gsoltis in https://github.com/vercel/turbo/pull/4127
Support exclusions in inputs by @gsoltis in https://github.com/vercel/turbo/pull/4066
release(turborepo): 1.8.4-canary.4 by @github-actions in https://github.com/vercel/turbo/pull/4131
Add TaskExecutionSummary to Run Summary by @mehulkar in https://github.com/vercel/turbo/pull/4116
Amend incorrect file referenced in Getting Started by @richardjzhang in https://github.com/vercel/turbo/pull/4148
feat(turbo-ignore): update logging by @tknickman in https://github.com/vercel/turbo/pull/4154
fix sentence by @bhatvikrant in https://github.com/vercel/turbo/pull/4158
fix(create-turbo): update create-turbo eslint template (#4160 by @tknickman in https://github.com/vercel/turbo/pull/4160
Add log to go binary by @NicholasLYang in https://github.com/vercel/turbo/pull/4157
Add expandedOutputs to run summary of each task by @mehulkar in https://github.com/vercel/turbo/pull/4095
Remove env-var linting comments. by @anthonyshew in https://github.com/vercel/turbo/pull/4162
Fix integration tests to add new log message by @mehulkar in https://github.com/vercel/turbo/pull/4164
chore(deps): update mysql docker tag to v8.0.32 by @renovate in https://github.com/vercel/turbo/pull/4071
fix(examples): update kitchen-sink dev task by @tknickman in https://github.com/vercel/turbo/pull/4177
Ensure we record the lockfile name when there's an error unmarshalling by @gsoltis in https://github.com/vercel/turbo/pull/4180
Add dependencies and dependent tasks into run summaries by @mehulkar in https://github.com/vercel/turbo/pull/4165
update lockfile due to removed packages by @sokra in https://github.com/vercel/turbo/pull/4192
Downgrade git warning to debug. by @nathanhammond in https://github.com/vercel/turbo/pull/4193
fix(turborepo): race condition in config tests by @NicholasLYang in https://github.com/vercel/turbo/pull/4186
Run integration tests in parallel by @mehulkar in https://github.com/vercel/turbo/pull/4044
fix: SCM relative paths in nested turborepo by @NicholasLYang in https://github.com/vercel/turbo/pull/4184
Throw an error when a task graph cannot run to completion. by @nathanhammond in https://github.com/vercel/turbo/pull/4205
fix: Turbo SCM with Windows paths by @NicholasLYang in https://github.com/vercel/turbo/pull/4207
chore: Flip the Rust switch by @NicholasLYang in https://github.com/vercel/turbo/pull/4181

New Contributors

@richardjzhang made their first contribution in https://github.com/vercel/turbo/pull/4148
@bhatvikrant made their first contribution in https://github.com/vercel/turbo/pull/4158

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.4-canary.4...v1.8.4-canary.5"
30," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.4-canary.4 
What's Changed
Changelog

release(turborepo): 1.8.4-canary.3 by @github-actions in https://github.com/vercel/turbo/pull/4125
Revert ""Flag on the Go sandwich, attempt #2"" (#4127 by @gsoltis in https://github.com/vercel/turbo/pull/4127
Support exclusions in inputs by @gsoltis in https://github.com/vercel/turbo/pull/4066

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.4-canary.3...v1.8.4-canary.4"
31," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.4-canary.3 
What's Changed
Changelog

release(turborepo): 1.8.4-canary.2 by @github-actions in https://github.com/vercel/turbo/pull/4113
chore: Bumping fsnotify version by @NicholasLYang in https://github.com/vercel/turbo/pull/3956
Add globalenv to run summary by @mehulkar in https://github.com/vercel/turbo/pull/4090
Flag on the Go sandwich, attempt #2 by @gsoltis in https://github.com/vercel/turbo/pull/4115
Re-repair Root Inference by @nathanhammond in https://github.com/vercel/turbo/pull/4049
Correct argument to local turbo inference. by @nathanhammond in https://github.com/vercel/turbo/pull/4122

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.4-canary.2...v1.8.4-canary.3"
32," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.4-canary.2 
What's Changed
Changelog

release(turborepo): 1.8.4-canary.1 by @github-actions in https://github.com/vercel/turbo/pull/4070
Log the json that we are sending to the go binary by @gsoltis in https://github.com/vercel/turbo/pull/4067
Generate a run summary file on turbo run by @mehulkar in https://github.com/vercel/turbo/pull/4069
fix: ensure that memory is free'd using the same allocator by @arlyon in https://github.com/vercel/turbo/pull/4101
Parallel cache state by @mehulkar in https://github.com/vercel/turbo/pull/4110

New Contributors

@timneutkens made their first contribution in https://github.com/vercel/turbo/pull/4080
@tunguyen-ct made their first contribution in https://github.com/vercel/turbo/pull/4097

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.4-canary.1...v1.8.4-canary.2"
33,See the commit diff at https://github.com/vercel/turbo/compare/turbopack-230307.1...turbopack-230307.2
34,See the commit diff at https://github.com/vercel/turbo/compare/turbopack-230306.1...turbopack-230307.1
35,See the commit diff at https://github.com/vercel/turbo/compare/turbopack-230305.1...turbopack-230306.1
36,See the commit diff at https://github.com/vercel/turbo/compare/turbopack-230304.1...turbopack-230305.1
37,See the commit diff at https://github.com/vercel/turbo/compare/turbopack-230303.1...turbopack-230304.1
38," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.4-canary.1 
What's Changed
Changelog

Create runsummary package and rename DryRunSummary to RunSummary by @mehulkar in https://github.com/vercel/turbo/pull/4052
Revert ""enable rust codepath in release process"" by @gsoltis in https://github.com/vercel/turbo/pull/4068
release(turborepo): 1.8.4-canary.0 by @github-actions in https://github.com/vercel/turbo/pull/4065

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.4-canary.0...v1.8.4-canary.1"
39,See the commit diff at https://github.com/vercel/turbo/compare/turbopack-230302.2...turbopack-230303.1
40,See the commit diff at https://github.com/vercel/turbo/compare/turbopack-230302.1...turbopack-230302.2
41,See the commit diff at https://github.com/vercel/turbo/compare/turbopack-230301.1...turbopack-230302.1
42,See the commit diff at https://github.com/vercel/turbo/compare/turbopack-230228.1...turbopack-230301.1
43," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.4-canary.0 
What's Changed
Changelog

release(turborepo): 1.8.3 by @github-actions in https://github.com/vercel/turbo/pull/3989
enable rust codepath in release process by @arlyon in https://github.com/vercel/turbo/pull/3903
Add tests to validate errors-only is working by @mehulkar in https://github.com/vercel/turbo/pull/3945
fix: make inputs relative to workspace root by @chris-olszewski in https://github.com/vercel/turbo/pull/3993
Include expanded inputs config for each task in dry run summary by @mehulkar in https://github.com/vercel/turbo/pull/3957
fix prisma example ReferenceError by @mkreuzmayr in https://github.com/vercel/turbo/pull/3947
feat(codemod): support workspace configs by @tknickman in https://github.com/vercel/turbo/pull/3992
fix: scm make patterns relative by @chris-olszewski in https://github.com/vercel/turbo/pull/3996
feat(cli): support --no-update-notifier by @tknickman in https://github.com/vercel/turbo/pull/4003
feat(docs): move reference up in priority (#4007 by @tknickman in https://github.com/vercel/turbo/pull/4007
Add inferred framework to Dry Run by @mehulkar in https://github.com/vercel/turbo/pull/3941
Fix prettier by @mehulkar in https://github.com/vercel/turbo/pull/4022
Build Requirements for Ubuntu by @tm1000 in https://github.com/vercel/turbo/pull/4010
Add missing function from port. by @nathanhammond in https://github.com/vercel/turbo/pull/4027
Calculate TaskHash while constructing PackageTask by @mehulkar in https://github.com/vercel/turbo/pull/4016
Refactor env package to breakdown env vars for task by source by @mehulkar in https://github.com/vercel/turbo/pull/4021
Add task + framework env vars into Dry Run Summary by @mehulkar in https://github.com/vercel/turbo/pull/4020
fix(codemod): don’t set outputs for cache:false by @tknickman in https://github.com/vercel/turbo/pull/4029
Client timeout by @nathanhammond in https://github.com/vercel/turbo/pull/3998
Add turboVersion into dry run summary by @mehulkar in https://github.com/vercel/turbo/pull/4047
Assign Framework to PackageTask struct by @mehulkar in https://github.com/vercel/turbo/pull/4050

New Contributors

@mkreuzmayr made their first contribution in https://github.com/vercel/turbo/pull/3947
@tm1000 made their first contribution in https://github.com/vercel/turbo/pull/4010

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.3...v1.8.4-canary.0"
44,See the commit diff at https://github.com/vercel/turbo/compare/turbopack-230227.1...turbopack-230228.1
45," Release notes generated using configuration in .github/turborepo-release.yml at v1.8.3 
What's Changed
Changelog

release(turborepo): 1.8.2 by @github-actions in https://github.com/vercel/turbo/pull/3915
turbo-ignore doc. by @anthonyshew in https://github.com/vercel/turbo/pull/3814
Align carets to key in JSON file by @n2o in https://github.com/vercel/turbo/pull/3909
fix(examples): svelte (#3919 by @tknickman in https://github.com/vercel/turbo/pull/3919
fix(examples): kitchen-sink (#3920 by @tknickman in https://github.com/vercel/turbo/pull/3920
fix(prettier): remove whitespace from example (#3924 by @tknickman in https://github.com/vercel/turbo/pull/3924
Add empty public folder to stop Docker builds breaking by @a3957273 in https://github.com/vercel/turbo/pull/3899
feature: Use error_for_status by @NicholasLYang in https://github.com/vercel/turbo/pull/3898
fix: Inference with workspace config by @NicholasLYang in https://github.com/vercel/turbo/pull/3938
Add global hash inputs to dry run by @mehulkar in https://github.com/vercel/turbo/pull/3934
Fix relative links on installing page by @mehulkar in https://github.com/vercel/turbo/pull/3937
Update configuring-workspaces.mdx by @mehulkar in https://github.com/vercel/turbo/pull/3940
Always look up task definition, but limit when it's added to traversa… by @mehulkar in https://github.com/vercel/turbo/pull/3951
Update getting started to depend on turbo.json for order by @kevinsimper in https://github.com/vercel/turbo/pull/3859
Root inference: skip turbo.json by @nathanhammond in https://github.com/vercel/turbo/pull/3946
Add per-package-manager instructions to create-new by @nathanhammond in https://github.com/vercel/turbo/pull/3971
fix: support prune without turbo.json by @chris-olszewski in https://github.com/vercel/turbo/pull/3785
chore(eslint): bump version by @tknickman in https://github.com/vercel/turbo/pull/3976
release(turborepo): 1.8.3-canary.0 by @github-actions in https://github.com/vercel/turbo/pull/3981

New Contributors

@n2o made their first contribution in https://github.com/vercel/turbo/pull/3909
@a3957273 made their first contribution in https://github.com/vercel/turbo/pull/3899
@kevinsimper made their first contribution in https://github.com/vercel/turbo/pull/3859
@The-0xAlex made their first contribution in https://github.com/vercel/turbo/pull/3968

Full Changelog: https://github.com/vercel/turbo/compare/v1.8.2...v1.8.3"
